Номер варианта;ID;INCOME_BASE_TYPE;CREDIT_PURPOSE;INSURANCE_FLAG;DTI;SEX;FULL_AGE_CHILD_NUMBER;DEPENDANT_NUMBER;EDUCATION;EMPL_TYPE;EMPL_SIZE;BANKACCOUNT_FLAG;Period_at_work;age;EMPL_PROPERTY;EMPL_FORM;FAMILY_STATUS;max90days;max60days;max30days;max21days;max14days;avg_num_delay;if_zalog;num_AccountActive180;num_AccountActive90;num_AccountActive60;Active_to_All_prc;numAccountActiveAll;numAccountClosed;sum_of_paym_months;all_credits;Active_not_cc;own_closed;min_MnthAfterLoan;max_MnthAfterLoan;dlq_exist;thirty_in_a_year;sixty_in_a_year;ninety_in_a_year;thirty_vintage;sixty_vintage;ninety_vintage
8;1094108;Поступление зарплаты на счет;Отпуск;1;0.43;мужской;0;0;среднее-специальное;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094128;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.34;женский;2;0;высшее;специалист;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094148;Поступление зарплаты на счет;Покупка автомобиля;1;0.49;мужской;0;0;среднее-специальное;специалист;>250;1;62;32;Другое;ОАО;холост / не замужем;3;2;1;1;1;0;0;0;0;0;0.2;1;4;29;5;0;0;13;24;0;0;0;0;0;0;0
8;1094168;Поступление зарплаты на счет;Ремонт;1;0.59;мужской;0;0;среднее-специальное;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094188;Поступление зарплаты на счет;Ремонт;1;0.53;женский;1;0;высшее;специалист;>250;0;63;32;Информационные технологии;ОАО;женат / замужем;0;0;0;0;0;0.0666666667;0;0;0;0;0.5;1;1;14;2;0;0;35;37;1;0;0;0;0;0;0
8;1094208;2НДФЛ;Ремонт;1;0.43;мужской;1;0;высшее;менеджер высшего звена;< 50;0;30;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094228;Поступление зарплаты на счет;Ремонт;1;0.42;мужской;0;0;среднее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094248;Поступление зарплаты на счет;Ремонт;0;0.42;мужской;1;0;незаконченное высшее;торговый представитель;>250;0;30;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094268;Форма банка (без печати работодателя);Отпуск;1;0.03;мужской;1;0;среднее-специальное;рабочий;>250;0;90;40;Торговля;ООО;женат / замужем;1;0;0;0;0;0.0088495575;0;0;0;0;0.3333333333;1;2;112;3;1;0;42;74;1;0;0;0;0;0;0
8;1094288;2НДФЛ;Ремонт;0;0.23;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094308;Форма банка (без печати работодателя);Покупка земли;1;0.49;женский;0;0;незаконченное высшее;вспомогательный персонал;>250;0;7;26;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094328;2НДФЛ;Лечение;0;0.58;мужской;0;0;среднее-специальное;менеджер среднего звена;>250;3;97;29;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094348;Свободная форма с печатью работодателя;Ремонт;1;0.22;женский;0;0;высшее;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094368;Свободная форма с печатью работодателя;Ремонт;0;0.43;мужской;2;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094388;Поступление зарплаты на счет;Отпуск;1;0.49;женский;2;0;среднее-специальное;вспомогательный персонал;>100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094408;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.44;женский;1;0;среднее-специальное;менеджер среднего звена;>250;1;84;30;Торговля;ООО;женат / замужем;1;1;0;0;0;0.3720930233;1;0;0;0;0.5;1;1;27;2;1;1;15;59;1;0;0;0;0;0;0
8;1094428;Форма банка (без печати работодателя);Ремонт;1;0.49;женский;0;0;среднее-специальное;специалист;>250;0;210;47;Торговля;ОАО;женат / замужем;3;1;1;0;0;0.0615942029;1;0;0;0;0.7142857143;5;2;259;7;2;1;23;112;1;0;0;0;0;0;0
8;1094448;Поступление зарплаты на счет;Покупка мебели;1;0.26;женский;0;0;среднее;вспомогательный персонал;>250;0;16;44;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
8;1094468;2НДФЛ;Покупка автомобиля;1;0.43;женский;0;0;высшее;рабочий;>250;1;84;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094488;2НДФЛ;Покупка автомобиля;0;0.29;мужской;1;0;высшее;вспомогательный персонал;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094508;Форма банка (без печати работодателя);Отпуск;0;0.45;женский;2;0;Высшее/Второе высшее/Ученая степень;вспомогательный персонал;< 50;0;178;32;Торговля;ООО;женат / замужем;1;0;0;0;0;0;1;0;0;0;0.3333333333;4;5;185;9;3;1;17;80;0;0;0;0;0;0;0
8;1094528;Форма банка (без печати работодателя);Ремонт;0;0.21;мужской;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;28;36;Другое;ООО;женат / замужем;1;0;0;0;0;0.0882352941;1;1;1;0;0.6666666667;2;1;124;3;1;0;2;96;1;0;0;0;0;0;0
8;1094548;Форма банка (без печати работодателя);Ремонт;1;0.27;женский;1;0;высшее;менеджер высшего звена;< 50;0;51;39;Туризм;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094568;Форма банка (без печати работодателя);Отпуск;1;0.31;мужской;1;0;высшее;специалист;>250;0;61;45;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094588;2НДФЛ;Покупка земли;1;0.57;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;12;27;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094608;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.45;мужской;0;0;среднее-специальное;рабочий;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094628;2НДФЛ;Ремонт;1;0.59;женский;2;0;высшее;специалист;>250;3;22;32;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094648;Форма банка (без печати работодателя);Ремонт;1;0.49;мужской;2;0;высшее;менеджер высшего звена;< 50;0;115;42;Торговля;ООО;женат / замужем;3;0;0;0;0;0;1;1;1;1;0.5454545455;6;5;222;11;3;2;0;78;0;0;0;0;0;0;0
8;1094668;Поступление зарплаты на счет;Ремонт;0;0.1;женский;1;0;высшее;рабочий;>250;0;244;53;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094688;2НДФЛ;Покупка автомобиля;1;0.38;женский;0;0;высшее;специалист;>250;0;25;27;Другое;ООО;холост / не замужем;5;4;4;4;3;0.1666666667;0;0;0;0;1;1;0;10;1;0;0;11;11;1;0;0;0;0;0;0
8;1094708;2НДФЛ;Ремонт;1;0.58;женский;1;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094728;Форма банка (без печати работодателя);Покупка автомобиля;0;0.3;мужской;0;0;среднее-специальное;рабочий;< 50;0;46;24;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.5;1;1;35;2;0;0;15;29;0;0;0;0;0;0;0
8;1094748;2НДФЛ;Покупка земли;1;0.35;мужской;0;0;среднее-специальное;рабочий;>250;3;85;26;Другое;ОАО;женат / замужем;3;2;2;2;2;0;1;0;0;0;0.5;2;2;45;4;1;0;17;46;0;0;0;0;0;0;0
8;1094768;Поступление зарплаты на счет;Покупка автомобиля;1;0.32;мужской;0;0;среднее-специальное;рабочий;>250;0;86;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094788;2НДФЛ;Ремонт;0;0.44;женский;0;0;высшее;специалист;>250;0;60;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094808;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.59;мужской;0;0;среднее-специальное;рабочий;>250;0;43;32;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094828;Поступление зарплаты на счет;Ремонт;0;0.24;мужской;2;0;второе высшее;менеджер среднего звена;>250;1;15;33;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094848;Поступление зарплаты на счет;Покупка мебели;1;0.1;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;100;51;Торговля;ООО;холост / не замужем;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;
8;1094868;Форма банка (без печати работодателя);Ремонт;0;0.54;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;69;37;Торговля;ЗАО;холост / не замужем;3;2;0;0;0;0.0769230769;1;1;0;0;0.5714285714;4;3;84;7;2;0;3;50;1;0;0;0;0;0;0
8;1094888;Поступление зарплаты на счет;Ремонт;0;0.52;мужской;0;0;высшее;специалист;>250;0;31;30;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094908;Форма банка (без печати работодателя);Ремонт;1;0.52;мужской;1;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094928;Свободная форма с печатью работодателя;Ремонт;1;0.19;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер по продажам;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094948;Форма банка (без печати работодателя);Отпуск;1;0.21;женский;0;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;43;28;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094968;2НДФЛ;Покупка автомобиля;0;0.35;женский;0;0;высшее;вспомогательный персонал;>250;3;292;43;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1094988;Форма банка (без печати работодателя);Ремонт;1;0.34;мужской;1;0;незаконченное высшее;вспомогательный персонал;>250;0;24;26;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095008;Форма банка (без печати работодателя);Ремонт;1;0.58;женский;0;0;среднее-специальное;вспомогательный персонал;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095028;2НДФЛ;Покупка недвижимости/ строительство;1;0.53;женский;0;0;среднее-специальное;менеджер высшего звена;>250;0;51;52;Торговля;ЗАО;женат / замужем;3;2;2;1;1;0.1125;0;1;0;0;0.3636363636;4;7;213;11;3;0;5;80;1;1;1;1;0;0;0
8;1095048;Поступление зарплаты на счет;Покупка автомобиля;0;0.32;мужской;0;0;высшее;специалист;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095068;2НДФЛ;Ремонт;1;0.59;женский;0;0;высшее;специалист;>250;0;26;38;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095088;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;1;0;высшее;менеджер высшего звена;< 50;0;18;43;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095108;Форма банка (без печати работодателя);Покупка земли;1;0.56;мужской;0;0;высшее;менеджер высшего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095128;Поступление зарплаты на счет;Ремонт;1;0.13;мужской;0;0;высшее;менеджер среднего звена;>250;0;16;38;Информационные технологии;Иная форма;женат / замужем;1;0;0;0;0;0;0;0;0;0;0.1666666667;1;5;141;6;0;3;31;109;0;0;0;0;0;0;0
8;1095148;Свободная форма с печатью работодателя;Ремонт;0;0.56;мужской;0;0;второе высшее;специалист;>250;0;144;35;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095168;Поступление зарплаты на счет;Ремонт;0;0.15;мужской;1;0;высшее;менеджер среднего звена;>250;1;67;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095188;2НДФЛ;Ремонт;1;0.45;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;156;43;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095208;Форма банка (без печати работодателя);Ремонт;1;0.15;мужской;1;0;высшее;менеджер среднего звена;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095228;Свободная форма с печатью работодателя;Покупка автомобиля;0;0.26;мужской;0;0;высшее;специалист;>250;0;18;25;Торговля;ООО;холост / не замужем;2;1;1;0;0;0;0;0;0;0;1;3;0;23;3;3;0;7;11;0;0;0;0;0;0;0
8;1095248;Форма банка (без печати работодателя);Ремонт;1;0.34;женский;2;0;второе высшее;менеджер среднего звена;>250;0;7;30;Торговля;ООО;разведен / разведена;8;8;6;4;4;0.1013513514;0;2;0;0;0.3636363636;4;7;133;11;2;0;3;85;1;1;0;0;0;0;0
8;1095268;Форма банка (без печати работодателя);Отпуск;0;0.22;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;< 50;0;244;50;Другое;Иная форма;женат / замужем;0;0;0;0;0;0.0169491525;1;0;0;0;0.4;2;3;174;5;1;2;24;89;1;0;0;0;0;0;0
8;1095288;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;1;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;80;42;Информационные технологии;ООО;холост / не замужем;6;4;2;1;1;0.0227272727;0;1;1;1;0.8;4;1;86;5;1;0;1;85;1;0;0;0;0;0;0
8;1095308;2НДФЛ;Покупка автомобиля;0;0.57;мужской;2;0;среднее;вспомогательный персонал;>250;3;115;39;Другое;ОАО;женат / замужем;1;1;1;1;1;0.0058823529;0;0;0;0;0.5714285714;4;3;169;7;1;1;19;73;1;0;0;0;0;0;0
8;1095328;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.32;мужской;2;0;высшее;менеджер среднего звена;< 50;0;21;31;Другое;ООО;женат / замужем;4;3;1;1;1;0.0574712644;0;0;0;0;0.1;1;9;164;10;0;1;17;75;1;0;0;0;0;0;0
8;1095348;Поступление зарплаты на счет;Покупка автомобиля;1;0.32;женский;0;0;высшее;вспомогательный персонал;>250;0;11;25;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095368;Поступление зарплаты на счет;Покупка мебели;0;0.43;мужской;0;0;среднее-специальное;рабочий;>250;0;78;29;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;1;0;0;0.5;1;1;11;2;1;1;3;19;0;0;0;0;0;0;0
8;1095388;Форма банка (без печати работодателя);Покупка автомобиля;1;0.32;мужской;0;0;высшее;менеджер среднего звена;>250;0;35;51;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095408;2НДФЛ;Ремонт;1;0.38;женский;1;0;среднее-специальное;вспомогательный персонал;>250;1;6;39;Другое;ООО;холост / не замужем;1;1;1;0;0;0.0666666667;0;0;0;0;0.2857142857;2;5;56;7;1;0;6;87;1;0;0;0;0;0;0
8;1095428;Форма банка (без печати работодателя);Ремонт;1;0.22;мужской;0;0;Высшее/Второе высшее/Ученая степень;рабочий;< 50;0;30;24;Другое;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.6666666667;2;1;53;3;1;0;7;33;0;0;0;0;0;0;0
8;1095448;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.1;женский;2;0;высшее;менеджер среднего звена;< 50;0;150;47;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095468;Свободная форма с печатью работодателя;Ремонт;0;0.56;женский;1;0;высшее;менеджер среднего звена;< 50;0;77;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095488;2НДФЛ;Ремонт;0;0.53;мужской;1;0;высшее;менеджер среднего звена;>250;3;6;47;Другое;Иная форма;женат / замужем;2;1;1;1;1;0.0163934426;0;0;0;0;0.3333333333;1;2;60;3;0;0;29;70;1;0;0;0;0;0;0
8;1095508;Форма банка (без печати работодателя);Ремонт;0;0.41;мужской;0;0;высшее;менеджер высшего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095528;2НДФЛ;Покупка автомобиля;1;0.32;женский;0;0;высшее;специалист;>250;3;144;46;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095548;Форма банка (без печати работодателя);Ремонт;1;0.22;женский;0;0;высшее;менеджер по продажам;>250;0;48;35;Наука;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095568;Форма банка (без печати работодателя);Ремонт;1;0.17;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер высшего звена;< 50;0;38;27;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095588;2НДФЛ;Покупка автомобиля;0;0.36;женский;0;0;высшее;вспомогательный персонал;< 50;0;9;27;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095608;2НДФЛ;Покупка автомобиля;0;0.41;мужской;0;0;среднее-специальное;менеджер среднего звена;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095628;Поступление зарплаты на счет;Отпуск;0;0.35;мужской;1;0;высшее;менеджер среднего звена;>250;0;69;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095648;Поступление зарплаты на счет;Ремонт;1;0.25;мужской;0;0;высшее;вспомогательный персонал;>250;0;35;23;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095668;Поступление зарплаты на счет;Ремонт;1;0.59;женский;0;0;высшее;специалист;>250;0;84;28;Финансы;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095688;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;0;0.15;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095708;Поступление зарплаты на счет;Ремонт;1;0.3;мужской;1;0;высшее;специалист;>250;0;67;28;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095728;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.19;мужской;1;0;среднее-специальное;рабочий;>250;0;35;32;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095748;2НДФЛ;Другое;1;0.29;женский;0;0;высшее;специалист;>250;3;85;25;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095768;Форма банка (без печати работодателя);Ремонт;1;0.26;женский;0;0;высшее;менеджер высшего звена;< 50;0;238;46;Торговля;ООО;холост / не замужем;1;1;0;0;0;0.0566037736;1;0;0;0;0.4;2;3;100;5;1;0;9;69;1;0;0;0;0;0;0
8;1095788;2НДФЛ;Покупка автомобиля;0;0.2;мужской;1;0;среднее-специальное;вспомогательный персонал;>250;3;70;28;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095808;Поступление зарплаты на счет;Ремонт;1;0.46;мужской;2;0;высшее;рабочий;>250;1;225;41;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095828;Поступление зарплаты на счет;Ремонт;0;0.31;мужской;0;0;среднее-специальное;вспомогательный персонал;>250;0;21;23;Другое;ООО;холост / не замужем;1;0;0;0;0;0;0;0;0;0;1;1;0;13;1;1;0;12;12;0;0;0;0;0;0;0
8;1095848;Форма банка (без печати работодателя);Покупка автомобиля;1;0.33;мужской;2;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095868;2НДФЛ;Ремонт;1;0.49;женский;0;0;высшее;вспомогательный персонал;>250;0;35;27;Другое;ООО;женат / замужем;3;2;2;2;2;0.0333333333;0;1;0;0;0.2;1;4;29;5;1;0;4;27;1;0;0;0;0;0;0
8;1095888;2НДФЛ;Покупка бытовой техники;0;0.13;женский;0;0;высшее;специалист;>=200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1095908;Поступление зарплаты на счет;Ремонт;0;0.48;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;31;50;Другое;ЗАО;женат / замужем;11;8;6;6;6;0.0364583333;0;1;1;1;0.1875;3;13;185;16;3;0;1;104;1;0;0;0;0;0;0
8;1095928;2НДФЛ;Ремонт;0;0.2;мужской;0;0;высшее;менеджер высшего звена;>250;0;9;51;Торговля;ООО;женат / замужем;8;5;5;4;4;0;0;0;0;0;0;0;2;16;2;0;0;21;29;0;0;0;0;0;0;0
8;1095948;Поступление зарплаты на счет;Покупка автомобиля;0;0.25;мужской;0;0;высшее;специалист;>250;1;13;55;Торговля;ООО;женат / замужем;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;
8;1095968;Форма банка (без печати работодателя);Ремонт;1;0.23;мужской;0;0;высшее;менеджер высшего звена;< 50;0;27;26;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0512820513;0;0;0;0;0.5;1;1;37;2;0;0;26;65;1;0;0;0;0;0;0
8;1095988;2НДФЛ;Покупка недвижимости/ строительство;0;0.25;мужской;1;0;высшее;специалист;>250;0;64;33;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0674157303;0;0;0;0;0.6;3;2;83;5;1;0;22;39;1;0;0;0;0;0;0
8;1096008;Поступление зарплаты на счет;Покупка недвижимости/ строительство;1;0.51;мужской;1;0;среднее-специальное;рабочий;>250;0;29;40;Другое;ООО;гражданский брак;1;1;1;1;1;0;0;0;0;0;0;0;3;37;3;0;0;28;80;0;0;0;0;0;0;0
8;1096028;Поступление зарплаты на счет;Покупка автомобиля;1;0.46;мужской;1;0;среднее;вспомогательный персонал;>250;1;58;42;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096048;2НДФЛ;Ремонт;1;0.48;мужской;0;0;незаконченное высшее;рабочий;>=50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096068;Форма банка (без печати работодателя);Покупка мебели;0;0.22;мужской;2;0;второе высшее;менеджер высшего звена;< 50;0;15;37;Торговля;ООО;женат / замужем;0;0;0;0;0;0.0142857143;1;0;0;0;0.3333333333;3;3;69;6;2;3;21;83;1;0;0;0;0;0;0
8;1096088;Форма банка (без печати работодателя);Ремонт;0;0.27;женский;1;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;86;43;Торговля;ООО;женат / замужем;2;1;1;0;0;0.0364583333;0;0;0;0;0.4;2;3;185;5;0;2;20;96;1;0;0;0;0;0;0
8;1096108;2НДФЛ;Ремонт;0;0.24;мужской;0;0;высшее;менеджер среднего звена;>=150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096128;Свободная форма с печатью работодателя;Ремонт;1;0.44;мужской;0;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>250;0;26;40;Торговля;ООО;женат / замужем;3;2;1;0;0;0.012195122;1;1;0;0;0.5;4;4;162;8;2;1;5;94;1;0;0;0;0;0;0
8;1096148;Форма банка (без печати работодателя);Ремонт;0;0.17;мужской;0;0;высшее;менеджер среднего звена;< 50;0;49;48;Другое;ООО;разведен / разведена;1;0;0;0;0;0.0909090909;0;0;0;0;0.3333333333;1;2;90;3;0;0;70;81;1;0;0;0;0;0;0
8;1096168;Поступление зарплаты на счет;Ремонт;1;0.52;женский;0;0;высшее;вспомогательный персонал;>250;0;44;27;Торговля;ООО;женат / замужем;3;2;2;1;1;0.0975609756;0;0;0;0;0.6;3;2;74;5;2;0;13;79;1;0;0;0;0;0;0
8;1096188;2НДФЛ;Ремонт;0;0.57;мужской;0;0;высшее;специалист;< 50;0;36;34;Торговля;ЗАО;женат / замужем;2;2;0;0;0;0.0112359551;0;1;0;0;0.4;2;3;88;5;1;0;3;81;1;0;0;0;0;0;0
8;1096208;Свободная форма с печатью работодателя;Покупка земли;0;0.24;мужской;4;0;Высшее/Второе высшее/Ученая степень;менеджер среднего звена;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096228;Свободная форма с печатью работодателя;Покупка недвижимости/ строительство;1;0.41;мужской;0;0;высшее;менеджер высшего звена;< 50;0;6;60;Строительство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096248;Форма банка (без печати работодателя);Покупка недвижимости/ строительство;1;0.46;мужской;0;0;высшее;менеджер высшего звена;< 50;0;174;58;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096268;Форма банка (без печати работодателя);Ремонт;1;0.59;мужской;1;0;высшее;менеджер среднего звена;>250;0;31;36;Информационные технологии;ЗАО;разведен / разведена;2;1;1;0;0;0.2547169811;1;1;0;0;0.2777777778;5;13;237;18;1;0;4;94;1;1;1;1;0;0;0
8;1096288;2НДФЛ;Покупка автомобиля;1;0.59;женский;0;0;среднее-специальное;рабочий;>250;0;98;48;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096308;Поступление зарплаты на счет;Отпуск;1;0.35;женский;0;0;среднее-специальное;вспомогательный персонал;>250;0;80;42;Торговля;ООО;холост / не замужем;0;0;0;0;0;0;0;0;0;0;0.3333333333;2;4;53;6;0;2;14;49;0;0;0;0;0;0;0
8;1096328;2НДФЛ;Покупка автомобиля;0;0.44;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;111;31;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096348;Форма банка (без печати работодателя);Ремонт;1;0.14;женский;0;0;высшее;специалист;>250;0;65;43;Государственная служба;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096368;2НДФЛ;Ремонт;0;0.3;женский;0;0;высшее;менеджер среднего звена;>250;3;26;45;Другое;ООО;разведен / разведена;0;0;0;0;0;0;1;0;0;0;0.2857142857;2;5;70;7;2;0;8;66;0;0;0;0;0;0;0
8;1096388;Поступление зарплаты на счет;Отпуск;1;0.37;мужской;3;0;высшее;рабочий;>250;1;150;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096408;Поступление зарплаты на счет;Ремонт;1;0.25;мужской;0;0;высшее;менеджер среднего звена;>250;0;11;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096428;2НДФЛ;Ремонт;1;0.2;мужской;2;0;незаконченное высшее;специалист;>250;3;116;37;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096448;2НДФЛ;Покупка недвижимости/ строительство;1;0.46;мужской;0;0;среднее-специальное;рабочий;>250;3;268;45;Транспорт;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096468;Поступление зарплаты на счет;Покупка земли;1;0.58;мужской;0;0;Высшее/Второе высшее/Ученая степень;специалист;>250;0;122;34;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096488;2НДФЛ;Ремонт;1;0.08;женский;0;0;высшее;специалист;>250;0;61;30;Другое;ЗАО;женат / замужем;5;2;1;1;1;0.0535714286;0;1;1;0;1;3;0;53;3;2;0;2;83;1;0;0;0;0;0;0
8;1096508;Поступление зарплаты на счет;Покупка бытовой техники;1;0.24;мужской;1;0;незаконченное высшее;вспомогательный персонал;>250;0;19;33;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096528;2НДФЛ;Ремонт;0;0.56;женский;1;0;Высшее/Второе высшее/Ученая степень;специалист;>=100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;1096548;Свободная форма с печатью работодателя;Ремонт;0;0.51;женский;0;0;высшее;менеджер среднего звена;>250;0;114;40;Производство;;;;;;;;;;;;;;;;;;;;;;;;;;;;
